ID,Model,Year,Engine_Volume,Engine_Type,Horse_Power,Gearbox,Transmitter,Mileage,Price
290,LADA (VAZ) Largus,2022,1.6,Benzin,90.0,Mexaniki,Ön,0,25 500 AZN
291,Citroen C5 Aircross,2023,2.0,Dizel,180.0,Avtomat,Ön,0,39 900 USD
292,Jaguar I-Pace,2023,,Elektro,400.0,Reduktor,Tam,0,107 900 USD
293,Ford Transit,2009,2.2,Dizel,125.0,Mexaniki,Ön,220000,19 000 AZN
294,Jeep Compass,2007,2.4,Benzin,170.0,Avtomat,Tam,170000,10 500 AZN
295,Hyundai Tucson,2023,1.6,Hibrid,230.0,Avtomat,Ön,25000,50 900 AZN
296,Mercedes C 220 d,1999,2.2,Dizel,125.0,Avtomat,Arxa,555550,11 000 AZN
297,Volkswagen Jetta,2013,1.4,Hibrid,150.0,Avtomat,Ön,116000,18 900 AZN
298,Hyundai Santa Fe,2016,2.2,Dizel,200.0,Avtomat,Ön,115000,39 500 AZN
299,Hyundai Sonata,2010,2.4,Benzin,174.0,Avtomat,Ön,266000,21 000 AZN
300,Hyundai Elantra,2018,2.0,Benzin,150.0,Avtomat,Ön,111045,23 800 AZN
301,LADA (VAZ) 2105,2007,1.5,Benzin,65.0,Mexaniki,Arxa,50000,5 900 AZN
302,BMW 520,2015,2.0,Dizel,184.0,Avtomat,Arxa,243000,36 500 AZN
303,Kia Sorento,2016,2.0,Dizel,184.0,Avtomat,Tam,191387,35 500 AZN
304,Ford Transit,2007,2.4,Dizel,140.0,Mexaniki,Arxa,155000,33 800 AZN
305,Toyota Prius,2010,1.8,Hibrid,99.0,Variator,Ön,363712,16 300 AZN
306,Land Rover Range Rover,2019,3.0,Dizel,248.0,Avtomat,Tam,112100,94 500 USD
307,BMW X5,2019,3.0,Benzin,340.0,Avtomat,Tam,20400,79 900 USD
308,Land Rover Range Rover,2016,3.0,Benzin,340.0,Avtomat,Tam,130000,55 000 USD
309,ZEEKR 001,2024,,Elektro,544.0,Reduktor,Tam,0,49 999 USD
310,Kia Rio,2008,1.4,Benzin,97.0,Mexaniki,Ön,560230,8 000 AZN
311,Ford Transit,2010,2.4,Dizel,140.0,Mexaniki,Arxa,76000,36 800 AZN
312,Nissan Sentra,2015,1.8,Benzin,130.0,Avtomat,Ön,121000,20 200 AZN
313,Jeep Wrangler,2006,4.0,Benzin,184.0,Mexaniki,Tam,1000,43 000 USD
314,Mercedes E 300,2017,2.0,Benzin,245.0,Avtomat,Arxa,77000,31 000 USD
315,Opel Astra,2001,2.0,Dizel,82.0,Avtomat,Ön,456223,8 600 AZN
316,Ford Transit,2008,2.4,Dizel,140.0,Mexaniki,Arxa,159000,26 500 AZN
317,Hyundai Grandeur,2014,2.2,Dizel,202.0,Avtomat,Ön,217800,29 700 AZN
318,Ford Fusion (North America),2015,1.5,Benzin,181.0,Avtomat,Ön,108000,20 500 AZN
319,Kia Rio,2017,1.4,Benzin,107.0,Avtomat,Ön,35100,25 800 AZN
320,BMW X5,2021,3.0,Benzin,380.0,Avtomat,Tam,40000,69 500 USD
321,Hyundai Santa Fe,2015,2.4,Benzin,175.0,Avtomat,Tam,131000,35 500 AZN
322,Chevrolet Cruze,2015,1.4,Benzin,141.0,Avtomat,Ön,71212,16 000 AZN
323,BMW 528,2014,2.0,Benzin,245.0,Avtomat,Arxa,196340,23 700 AZN
324,Kia K5,2015,1.7,Dizel,141.0,Robot,Ön,134400,28 800 AZN
325,Lexus ES 300h,2023,2.5,Hibrid,218.0,Avtomat,Ön,0,49 700 USD
326,Hyundai Grandeur,2018,2.4,Benzin,180.0,Avtomat,Ön,121000,37 900 AZN
327,BMW 328,2015,2.0,Benzin,245.0,Avtomat,Arxa,189000,21 800 USD
328,Toyota Land Cruiser,2012,4.0,Benzin,282.0,Avtomat,Tam,161000,36 500 USD
329,Kia Cerato,2015,2.0,Benzin,150.0,Avtomat,Ön,125052,19 800 AZN
330,Porsche Macan,2018,2.0,Benzin,252.0,Avtomat,Tam,70000,48 000 USD
331,BMW 530,2017,2.0,Benzin,249.0,Avtomat,Arxa,101000,32 900 USD
332,Land Rover RR Sport,2017,3.0,Benzin,340.0,Avtomat,Tam,144841,39 800 USD
333,BMW X5,2005,4.8,Benzin,360.0,Avtomat,Tam,152000,26 500 AZN
334,Hyundai Elantra,2020,2.0,Benzin,150.0,Avtomat,Ön,109435,27 200 AZN
335,Chevrolet Cruze,2016,1.4,Benzin,153.0,Avtomat,Ön,131000,15 800 AZN
336,Kia Sportage,2013,2.4,Benzin,176.0,Avtomat,Ön,120000,25 800 AZN
337,Kia Rio,2017,1.4,Benzin,107.0,Avtomat,Ön,35100,25 800 AZN
338,BMW X5,2021,3.0,Benzin,380.0,Avtomat,Tam,40000,69 500 USD
339,Hyundai Santa Fe,2015,2.4,Benzin,175.0,Avtomat,Tam,131000,35 500 AZN
340,Chevrolet Cruze,2015,1.4,Benzin,141.0,Avtomat,Ön,71212,16 000 AZN
341,BMW 528,2014,2.0,Benzin,245.0,Avtomat,Arxa,196340,23 700 AZN
342,Kia K5,2015,1.7,Dizel,141.0,Robot,Ön,134400,28 800 AZN
343,Mercedes C 250,2012,1.8,Benzin,204.0,Avtomat,Arxa,168000,22 900 AZN
344,Mercedes C 200,2000,2.0,Benzin,136.0,Avtomat,Arxa,362548,9 900 AZN
345,Kia Sorento,2009,2.2,Dizel,197.0,Avtomat,Ön,220000,27 500 AZN
346,Mercedes S 320,2000,3.2,Benzin,224.0,Avtomat,Arxa,300000,12 000 AZN
347,Kia Sorento,2017,2.0,Dizel,184.0,Avtomat,Ön,170964,42 700 AZN
348,Hyundai Sonata,2014,2.0,Benzin,274.0,Avtomat,Ön,245425,23 500 AZN
349,BMW X3,2011,3.0,Benzin,306.0,Avtomat,Tam,39000,25 500 USD
350,BMW 320,2015,2.0,Benzin,184.0,Avtomat,Arxa,160000,17 500 USD
351,Mercedes C 240,1998,2.4,Benzin,170.0,Avtomat,Arxa,450000,11 800 AZN
352,VGV U75 Plus,2024,2.0,Benzin,224.0,Avtomat,Ön,0,39 800 AZN
353,Hyundai Santa Fe,2015,2.4,Benzin,184.0,Avtomat,Tam,166600,36 300 AZN
354,Toyota Prius,2007,1.5,Hibrid,76.0,Variator,Ön,235000,12 000 AZN
355,Hyundai Sonata,2010,2.4,Benzin,174.0,Avtomat,Ön,266000,21 000 AZN
356,Nissan Tiida,2012,1.5,Benzin,109.0,Avtomat,Ön,75000,13 800 AZN
357,Kia Sorento,2014,2.0,Dizel,184.0,Avtomat,Ön,149105,29 500 AZN
358,Land Rover Range Rover,2017,3.0,Benzin,340.0,Avtomat,Tam,103803,54 900 USD
359,Mitsubishi L200,2023,2.4,Dizel,154.0,Mexaniki,Tam,0,31 900 USD
360,Ford Transit,1999,2.5,Dizel,76.0,Mexaniki,Ön,355000,18 500 AZN
361,BMW X5,2016,2.0,Plug-in Hibrid,313.0,Avtomat,Tam,227000,33 700 USD
362,LADA (VAZ) Granta,2024,1.6,Benzin,90.0,Mexaniki,Ön,0,17 800 AZN
363,BMW 120,2008,2.0,Dizel,177.0,Mexaniki,Arxa,260000,19 000 AZN
364,Mercedes GLS 450 4MATIC,2022,3.0,Benzin,367.0,Avtomat,Tam,20000,113 000 USD
365,Mercedes Vito,2015,2.1,Dizel,136.0,Mexaniki,Arxa,316000,25 500 USD
366,Kia Optima,2014,2.0,Benzin,274.0,Avtomat,Ön,96000,23 900 AZN
367,Changan Qiyuan A06,2023,1.5,Plug-in Hibrid,335.0,Avtomat,Ön,0,19 500 USD
368,Audi A6,2017,2.0,Benzin,252.0,Avtomat,Ön,102066,24 300 USD
369,BMW 320,2014,2.0,Dizel,184.0,Avtomat,Arxa,162000,33 500 AZN
370,Kia Ceed,2008,1.6,Dizel,115.0,Avtomat,Ön,335000,16 500 AZN
371,Mercedes GL 500 4MATIC,2013,4.7,Benzin,435.0,Avtomat,Tam,120000,40 500 USD
372,Mercedes S 350,2012,3.5,Benzin,306.0,Avtomat,Arxa,140000,22 800 USD
373,Nissan Tiida,2012,1.5,Benzin,109.0,Avtomat,Ön,75000,13 800 AZN
374,Kia Sorento,2014,2.0,Dizel,184.0,Avtomat,Ön,149105,29 500 AZN
375,Land Rover Range Rover,2017,3.0,Benzin,340.0,Avtomat,Tam,103803,54 900 USD
376,Mitsubishi L200,2023,2.4,Dizel,154.0,Mexaniki,Tam,0,31 900 USD
377,Ford Transit,1999,2.5,Dizel,76.0,Mexaniki,Ön,355000,18 500 AZN
378,Hyundai Elantra,2008,1.6,Benzin,132.0,Avtomat,Ön,200600,14 400 AZN
379,Mercedes E 240,2002,2.6,Benzin,170.0,Avtomat,Arxa,230000,18 500 AZN
380,Land Rover Defender,2022,3.0,Benzin,400.0,Avtomat,Ön,22700,125 000 USD
381,Honda CR-V,2011,2.4,Benzin,180.0,Avtomat,Tam,175000,28 000 AZN
382,Land Rover Range Rover,2015,3.0,Dizel,248.0,Avtomat,Tam,161000,55 700 USD
383,Land Rover Range Rover,2013,3.0,Dizel,350.0,Avtomat,Tam,187000,47 500 USD
384,Kia Sorento,2015,2.0,Dizel,184.0,Avtomat,Ön,178356,38 800 AZN
385,Hyundai Santa Fe,2014,2.2,Dizel,197.0,Avtomat,Tam,83000,39 500 AZN
386,Mercedes Sprinter 311,2009,2.2,Dizel,129.0,Mexaniki,Arxa,195000,20 000 AZN
387,Toyota Highlander,2010,3.5,Benzin,270.0,Avtomat,Tam,147545,26 900 AZN
388,Toyota Prius,2010,1.8,Hibrid,99.0,Variator,Ön,302000,13 900 AZN
389,Hyundai Sonata,2020,2.5,Benzin,180.0,Avtomat,Ön,44000,48 000 AZN
390,Kia Sorento,2015,2.0,Dizel,184.0,Avtomat,Ön,152000,34 900 AZN
391,Toyota Prius,2007,1.5,Hibrid,76.0,Variator,Ön,350000,9 000 AZN
392,Mercedes ML 400 4MATIC,2014,3.0,Benzin,335.0,Avtomat,Tam,155500,27 300 USD
393,Opel Astra,1995,1.6,Benzin,101.0,Mexaniki,Ön,278000,4 900 AZN
394,Land Rover RR Sport,2017,3.0,Benzin,340.0,Avtomat,Tam,59000,53 500 USD
395,Mercedes E 200,1993,2.0,Benzin,136.0,Avtomat,Arxa,470000,6 000 AZN
396,Mercedes E 220 d,2015,2.2,Dizel,170.0,Avtomat,Arxa,185000,39 950 AZN
397,Mercedes ML 350 4MATIC,2012,3.5,Benzin,306.0,Avtomat,Tam,187000,23 500 USD
398,Changan Qiyuan A05,2024,1.5,Plug-in Hibrid,190.0,Avtomat,Ön,0,17 500 USD
399,ZEEKR 001,2023,,Elektro,544.0,Reduktor,Tam,0,49 800 USD
400,Polestones 01,2024,1.5,Plug-in Hibrid,476.0,Avtomat,Tam,0,59 800 USD
401,Ford F-150,2015,2.7,Benzin,325.0,Avtomat,Arxa,191250,39 000 USD
402,Chevrolet Cruze,2016,1.4,Benzin,153.0,Avtomat,Ön,230000,17 500 AZN
403,Toyota RAV4,2019,2.0,Benzin,180.0,Avtomat,Ön,50000,44 000 AZN
404,Kia Optima,2016,2.0,Qaz,150.0,Avtomat,Ön,64427,35 490 AZN
405,Hyundai Azera,2013,2.4,Benzin,180.0,Avtomat,Ön,91390,30 700 AZN
406,Lexus GS 300,2006,3.0,Benzin,249.0,Avtomat,Arxa,240000,13 800 AZN
407,BMW 520,2015,2.0,Dizel,190.0,Avtomat,Arxa,195500,41 000 AZN
408,Hyundai Avante,2016,1.6,Dizel,128.0,Robot,Ön,155000,27 000 AZN
409,Mercedes E 220 d,2015,2.2,Dizel,170.0,Avtomat,Arxa,185000,39 950 AZN
410,Chevrolet Cruze,2012,1.4,Benzin,140.0,Avtomat,Ön,415415,10 900 AZN
411,Mercedes GLE 53 AMG 4MATIC Coupe,2022,3.0,Benzin,435.0,Avtomat,Tam,16000,107 000 USD
412,Toyota Corolla,2021,1.8,Benzin,121.0,Avtomat,Ön,91200,29 800 AZN
413,Toyota Camry,2019,2.5,Benzin,206.0,Avtomat,Ön,128000,24 700 USD
414,Opel Astra,2011,1.3,Dizel,95.0,Mexaniki,Ön,289300,13 400 AZN
415,Mercedes S 350,2010,3.5,Benzin,272.0,Avtomat,Arxa,131000,21 000 USD
416,Hyundai Grand Santa Fe,2014,2.2,Dizel,197.0,Avtomat,Ön,252000,36 800 AZN
417,Opel Astra,2006,1.4,Benzin,90.0,Mexaniki,Ön,243016,12 200 AZN
418,Land Rover Range Rover,2014,3.0,Dizel,248.0,Avtomat,Tam,200000,47 500 USD
419,Mercedes E 230,1987,2.3,Benzin,150.0,Mexaniki,Arxa,284000,2 700 AZN
420,Mitsubishi Pajero,2007,3.0,Benzin,188.0,Avtomat,Tam,318000,22 000 AZN
421,Opel Antara,2007,2.0,Dizel,150.0,Avtomat,Tam,215000,15 800 AZN
422,LADA (VAZ) 21099,1991,1.5,Benzin,78.0,Mexaniki,Ön,198650,3 800 AZN
423,Hyundai i30,2008,1.6,Dizel,128.0,Mexaniki,Ön,241000,15 700 AZN
424,BMW 528,2013,2.0,Benzin,245.0,Avtomat,Arxa,118000,33 700 AZN
425,Hyundai Elantra,2015,1.8,Benzin,150.0,Avtomat,Ön,125400,20 900 AZN
426,Kia Optima,2015,1.7,Dizel,141.0,Robot,Ön,94000,18 300 USD
427,Kia Sorento,2013,2.0,Dizel,184.0,Avtomat,Tam,69000,28 500 AZN
428,Toyota Land Cruiser Prado,2008,2.7,Benzin,163.0,Avtomat,Tam,235000,32 500 AZN
429,Nissan Note,2014,1.2,Benzin,79.0,Avtomat,Ön,38861,14 500 AZN
430,LADA (VAZ) 2106,1988,1.3,Benzin,65.0,Mexaniki,Arxa,100000,3 200 AZN
431,Land Rover Range Rover,2016,3.0,Benzin,340.0,Avtomat,Tam,92000,55 000 USD
432,BMW 330,2017,2.0,Benzin,249.0,Avtomat,Arxa,98200,22 000 USD
433,MG ZS,2023,1.5,Benzin,118.0,Avtomat,Ön,0,34 500 AZN
434,Toyota Land Cruiser Prado,2012,2.7,Benzin,163.0,Avtomat,Tam,193540,44 540 AZN
435,Fiat Ducato,2022,2.3,Dizel,130.0,Mexaniki,Ön,0,60 900 AZN
436,Suzuki S-Cross,2023,1.4,Hibrid,130.0,Avtomat,Ön,0,42 000 AZN
437,Hyundai Sonata,2019,2.0,Benzin,165.0,Avtomat,Ön,141000,39 300 AZN
438,Land Rover Range Rover,2018,3.0,Benzin,360.0,Avtomat,Tam,108000,78 000 USD
439,BMW 528,2016,2.0,Benzin,245.0,Avtomat,Arxa,120701,21 500 USD
440,Hyundai Accent,2017,1.4,Benzin,108.0,Avtomat,Ön,120775,18 800 AZN
441,Mercedes Vito,2009,2.2,Dizel,116.0,Mexaniki,Arxa,313000,37 600 AZN
442,Hyundai Sonata,2010,2.4,Benzin,203.0,Avtomat,Ön,165000,18 500 AZN
443,Kia Sorento,2013,2.4,Benzin,175.0,Avtomat,Ön,134000,28 700 AZN
444,Mercedes E 220 d,2014,2.2,Dizel,170.0,Avtomat,Arxa,241000,41 000 AZN
445,Nissan Note,2014,1.2,Benzin,79.0,Avtomat,Ön,38861,14 500 AZN
446,LADA (VAZ) 2106,1988,1.3,Benzin,65.0,Mexaniki,Arxa,100000,3 200 AZN
447,Land Rover Range Rover,2016,3.0,Benzin,340.0,Avtomat,Tam,92000,55 000 USD
448,BMW 330,2017,2.0,Benzin,249.0,Avtomat,Arxa,98200,22 000 USD
449,Nissan Maxima,1998,3.0,Benzin,193.0,Mexaniki,Ön,450000,3 500 AZN
450,Nissan Tiida,2012,1.5,Benzin,109.0,Avtomat,Ön,89000,14 500 AZN
451,VGV U70 Pro,2024,1.5,Benzin,156.0,Avtomat,Ön,0,35 500 AZN
452,BMW X5,2018,2.0,Plug-in Hibrid,313.0,Avtomat,Tam,82000,44 000 USD
453,Mercedes Vito 111,2007,2.2,Dizel,116.0,Mexaniki,Arxa,350000,24 000 AZN
454,GAZ 330202-740,2023,2.7,Benzin,106.0,Mexaniki,Arxa,0,30 500 AZN
455,Mercedes E 300 e,2023,2.0,Plug-in Hibrid,320.0,Avtomat,Arxa,0,95 555 USD
456,BMW 528,2014,2.0,Benzin,245.0,Avtomat,Arxa,149000,33 300 AZN
457,Kia Sorento,2005,2.5,Dizel,174.0,Avtomat,Tam,312255,15 500 AZN
458,GAZ Next A32R32-40,2023,2.8,Dizel,149.0,Mexaniki,Arxa,0,51 500 AZN
459,Mercedes Vito,2010,2.2,Dizel,150.0,Mexaniki,Arxa,238000,21 000 AZN
460,Hyundai Elantra,2016,2.0,Benzin,150.0,Avtomat,Ön,86905,23 000 AZN
461,BMW 530e,2022,2.0,Plug-in Hibrid,292.0,Avtomat,Arxa,5500,45 500 USD
462,Hyundai Sonata,2013,2.4,Benzin,178.0,Avtomat,Ön,182000,19 500 AZN
463,GAZ 3302-744,2023,2.7,Benzin,106.0,Mexaniki,Arxa,0,27 500 AZN
464,Khazar SD,2021,1.7,Benzin,113.0,Mexaniki,Ön,76000,14 435 AZN
465,LADA (VAZ) 2107,2011,1.6,Benzin,75.0,Mexaniki,Arxa,62000,7 500 AZN
466,Kia Stinger,2018,2.0,Benzin,247.0,Avtomat,Arxa,118000,45 333 AZN
467,Mercedes C 240,2001,2.6,Benzin,170.0,Avtomat,Arxa,318000,10 800 AZN
468,GAZ Next A21R22-30,2023,2.8,Dizel,150.0,Mexaniki,Arxa,0,38 000 AZN
469,Geely Emgrand,2024,1.5,Benzin,125.0,Avtomat,Ön,0,34 900 AZN
470,MG 5,2023,1.5,Benzin,115.0,Avtomat,Ön,0,31 200 AZN
471,Nissan Note,2015,1.2,Benzin,98.0,Avtomat,Ön,92000,15 400 AZN
472,Hyundai Mighty EX9,2023,3.9,Dizel,150.0,Mexaniki,Arxa,0,74 500 AZN
473,Land Rover Range Rover,2012,5.0,Benzin,510.0,Avtomat,Tam,200000,29 000 USD
474,Volkswagen Passat CC,2012,1.8,Benzin,160.0,Robot,Ön,217000,19 740 AZN
475,Mercedes C 200,1998,2.0,Benzin,136.0,Avtomat,Arxa,465328,13 800 AZN
476,Hyundai Elantra,2016,2.0,Benzin,150.0,Avtomat,Ön,111849,22 500 AZN
477,Volkswagen ID.4,2023,,Elektro,204.0,Reduktor,Arxa,0,31 100 USD
478,Audi Q7,2015,3.0,Benzin,333.0,Avtomat,Tam,74500,36 000 USD
479,Chevrolet Orlando,2016,1.6,Dizel,156.0,Avtomat,Ön,177000,21 400 AZN
480,Jaguar XF,2011,3.0,Benzin,340.0,Avtomat,Arxa,160000,28 500 AZN
481,Khazar SD,2021,1.7,Benzin,113.0,Mexaniki,Ön,76000,14 435 AZN
482,LADA (VAZ) 2107,2011,1.6,Benzin,75.0,Mexaniki,Arxa,62000,7 500 AZN
483,Kia Stinger,2018,2.0,Benzin,247.0,Avtomat,Arxa,118000,45 333 AZN
484,Mercedes C 240,2001,2.6,Benzin,170.0,Avtomat,Arxa,318000,10 800 AZN
485,GAZ Next A21R22-30,2023,2.8,Dizel,150.0,Mexaniki,Arxa,0,38 000 AZN
486,Toyota Land Cruiser Prado,2008,2.7,Benzin,163.0,Avtomat,Tam,149000,31 700 AZN
487,Kia Sorento,2019,2.0,Dizel,184.0,Avtomat,Ön,90900,31 800 USD
488,Nissan Note,2015,1.2,Benzin,98.0,Variator,Ön,61000,15 200 AZN
489,Hyundai Sonata,2013,2.0,Benzin,165.0,Avtomat,Ön,120000,25 000 AZN
490,Chevrolet Cruze,2015,1.4,Benzin,141.0,Avtomat,Ön,180000,15 500 AZN
491,Nissan Note,2015,1.2,Benzin,98.0,Variator,Ön,51000,15 300 AZN
492,GAZ Next A21R32-30,2023,2.8,Dizel,149.0,Mexaniki,Arxa,0,42 500 AZN
493,Toyota Prius,2010,1.8,Hibrid,99.0,Variator,Ön,346814,17 600 AZN
494,Nissan Note,2015,1.2,Benzin,98.0,Avtomat,Ön,49000,15 400 AZN
495,LADA (VAZ) 2114,2006,1.5,Benzin,78.0,Mexaniki,Ön,250000,5 700 AZN
496,Nissan Note,2016,1.2,Benzin,98.0,Avtomat,Ön,38000,15 800 AZN
497,Toyota Prius,2017,1.8,Hibrid,99.0,Variator,Ön,41000,21 000 USD
498,Nissan Tiida,2012,1.5,Benzin,109.0,Avtomat,Ön,79000,13 800 AZN
499,GAZ 231073,2023,2.7,Benzin,106.0,Mexaniki,Tam,0,59 500 AZN
500,Haval Jolion,2023,1.5,Hibrid,190.0,Avtomat,Ön,0,44 900 AZN
501,GAZ 322173,2023,2.7,Benzin,106.0,Mexaniki,Tam,0,44 500 AZN
502,Nissan March,2017,1.2,Benzin,98.0,Avtomat,Ön,38534,13 800 AZN
503,Haval M6,2023,1.5,Benzin,150.0,Avtomat,Ön,0,35 900 AZN
504,Toyota Camry,2023,2.5,Hibrid,200.0,Avtomat,Ön,0,46 900 USD
505,Mercedes E 400,2014,3.5,Benzin,306.0,Avtomat,Arxa,30000,43 500 USD
506,Opel Astra,2007,1.4,Benzin,90.0,Mexaniki,Ön,197621,10 500 AZN
507,BMW 730,2006,3.0,Benzin,258.0,Avtomat,Arxa,29000,35 800 USD
508,BYD Destroyer 05,2023,1.5,Plug-in Hibrid,180.0,Variator,Ön,0,19 800 USD
509,Hyundai Santa Fe,2013,2.2,Dizel,197.0,Avtomat,Tam,187200,33 500 AZN
510,Audi A4,2007,2.0,Benzin,200.0,Avtomat,Tam,129536,15 000 AZN
511,Mercedes E 300,2018,2.0,Benzin,245.0,Avtomat,Arxa,203000,29 900 USD
512,Nissan Note,2018,1.2,Hibrid,98.0,Avtomat,Ön,43000,18 200 AZN
513,Hyundai Sonata,2008,2.4,Benzin,180.0,Avtomat,Ön,257160,16 600 AZN
514,Hyundai Elantra,2013,1.8,Benzin,150.0,Avtomat,Ön,148000,19 000 AZN
515,Hyundai Sonata,2012,2.0,Hibrid,198.0,Avtomat,Ön,220000,21 000 AZN
516,Kia Optima,2014,2.0,Benzin,274.0,Avtomat,Ön,210000,21 111 AZN
517,LADA (VAZ) 2114,2006,1.5,Benzin,78.0,Mexaniki,Ön,250000,5 700 AZN
518,Nissan Note,2016,1.2,Benzin,98.0,Avtomat,Ön,38000,15 800 AZN
519,Toyota Prius,2017,1.8,Hibrid,99.0,Variator,Ön,41000,21 000 USD
520,Nissan Tiida,2012,1.5,Benzin,109.0,Avtomat,Ön,79000,13 800 AZN
521,GAZ 231073,2023,2.7,Benzin,106.0,Mexaniki,Tam,0,59 500 AZN
522,Haval Jolion,2023,1.5,Hibrid,190.0,Avtomat,Ön,0,44 900 AZN
523,GAZ 322173,2023,2.7,Benzin,106.0,Mexaniki,Tam,0,44 500 AZN
524,Nissan March,2017,1.2,Benzin,98.0,Avtomat,Ön,38534,13 800 AZN
525,Haval M6,2023,1.5,Benzin,150.0,Avtomat,Ön,0,35 900 AZN
526,Toyota Camry,2023,2.5,Hibrid,200.0,Avtomat,Ön,0,46 900 USD
527,GAZ 221717,2023,2.7,Benzin,131.0,Mexaniki,Tam,0,56 500 AZN
528,Mercedes EQC 400 4MATIC,2023,,Elektro,402.0,Reduktor,Tam,26000,58 500 USD
529,Haval H6,2023,1.5,Hibrid,243.0,Avtomat,Ön,0,50 900 AZN
530,Nissan Note,2018,1.2,Benzin,98.0,Variator,Ön,34000,16 800 AZN
531,Kia Rio,2006,1.4,Benzin,97.0,Mexaniki,Ön,220000,9 500 AZN
532,Lexus LS 460,2014,4.6,Benzin,386.0,Avtomat,Ön,110000,30 000 USD
533,Nissan Xterra,2023,2.5,Benzin,165.0,Avtomat,Tam,0,40 900 USD
534,BMW 320,2014,2.0,Benzin,184.0,Avtomat,Arxa,241402,32 000 AZN
535,Nissan Xterra,2023,2.5,Benzin,165.0,Avtomat,Tam,0,40 900 USD
536,Mercedes G 55 AMG,2009,5.5,Benzin,507.0,Avtomat,Tam,250000,50 000 USD
537,BMW X3,2015,2.0,Benzin,245.0,Avtomat,Tam,72000,22 500 USD
538,Mercedes Vito 115,2008,2.2,Dizel,150.0,Mexaniki,Arxa,450000,29 800 AZN
539,Ford Fusion (North America),2014,1.5,Benzin,184.0,Avtomat,Ön,187480,16 400 AZN
540,Hyundai Avante,2016,1.6,Dizel,128.0,Robot,Ön,155000,24 700 AZN
541,LADA (VAZ) Niva,2012,1.7,Benzin,80.0,Mexaniki,Tam,229000,9 000 AZN
542,ZX Auto Terralord,2022,2.5,Dizel,146.0,Mexaniki,Tam,0,45 900 AZN
543,Mazda CX-5,2022,2.5,Benzin,194.0,Avtomat,Tam,11000,34 500 USD
544,GAC Trumpchi GS3,2024,1.5,Benzin,175.0,Avtomat,Ön,0,39 900 AZN
545,Honda CR-V,2021,2.0,Hibrid,212.0,Robot,Tam,66000,32 000 USD
546,Kia Sorento,2015,2.0,Dizel,184.0,Avtomat,Ön,218000,39 900 AZN
547,LADA (VAZ) Niva,2015,1.7,Benzin,80.0,Mexaniki,Tam,129500,12 900 AZN
548,Tesla Model 3,2022,,Elektro,351.0,Reduktor,Ön,25000,34 800 USD
549,Kia Cerato,2018,2.0,Benzin,150.0,Avtomat,Ön,120701,23 000 AZN
550,Toyota Land Cruiser Prado,2013,2.7,Benzin,163.0,Avtomat,Tam,198000,24 700 USD
551,Honda Accord,2014,2.0,Hibrid,156.0,Avtomat,Ön,151000,24 000 AZN
552,Mercedes CLS 450 Coupe,2020,3.0,Benzin,367.0,Avtomat,Tam,68000,68 000 USD
553,BMW 320,2014,2.0,Benzin,184.0,Avtomat,Arxa,241402,32 000 AZN
554,Nissan Xterra,2023,2.5,Benzin,165.0,Avtomat,Tam,0,40 900 USD
555,Mercedes G 55 AMG,2009,5.5,Benzin,507.0,Avtomat,Tam,250000,50 000 USD
556,BMW X3,2015,2.0,Benzin,245.0,Avtomat,Tam,72000,22 500 USD
557,Mercedes Vito 115,2008,2.2,Dizel,150.0,Mexaniki,Arxa,450000,29 800 AZN
558,Ford Fusion (North America),2014,1.5,Benzin,184.0,Avtomat,Ön,187480,16 400 AZN
559,Hyundai Avante,2016,1.6,Dizel,128.0,Robot,Ön,155000,24 700 AZN
560,Hyundai Elantra,2020,2.0,Benzin,165.0,Avtomat,Ön,55246,28 850 AZN
561,Mercedes C 180,1998,1.8,Benzin,122.0,Mexaniki,Arxa,350,9 200 AZN
562,Nissan X-Trail,2023,2.5,Benzin,188.0,Variator,Tam,0,55 900 AZN
563,Hyundai ix35,2013,2.0,Benzin,163.0,Avtomat,Ön,117000,25 800 AZN
564,Hyundai Grandeur,2016,2.2,Dizel,202.0,Avtomat,Ön,170000,34 800 AZN
565,Nissan Kicks,2023,1.6,Benzin,125.0,Variator,Ön,0,36 600 AZN
566,Lexus LS 350,2018,3.5,Benzin,315.0,Avtomat,Ön,46600,67 000 USD
567,Opel Astra,1999,1.6,Benzin,101.0,Mexaniki,Ön,275852,7 600 AZN
568,Nissan Kicks,2023,1.6,Benzin,125.0,Variator,Ön,0,34 900 AZN
569,LADA (VAZ) Niva,2018,0.5,Benzin,17.0,Mexaniki,Tam,130000,16 300 AZN
570,Hyundai Sonata,2008,2.4,Benzin,161.0,Avtomat,Ön,235000,17 000 AZN
571,Nissan Kicks,2023,1.6,Benzin,125.0,Variator,Ön,0,34 900 AZN
572,LADA (VAZ) 21011,1980,1.5,Benzin,65.0,Mexaniki,Arxa,98000,1 500 AZN
573,Toyota Land Cruiser,2010,4.0,Benzin,282.0,Avtomat,Tam,168000,28 900 USD
574,Li Auto L7,2024,1.5,Plug-in Hibrid,450.0,Avtomat,Tam,0,49 900 USD
575,Kia Sorento,2021,2.5,Benzin,180.0,Avtomat,Tam,51000,68 900 AZN
576,Nissan Kicks,2023,1.6,Benzin,125.0,Variator,Ön,0,34 900 AZN
577,Geely Emgrand,2024,1.5,Benzin,125.0,Avtomat,Ön,0,34 900 AZN
